OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
L,comb,down_pileup,5,0.0,2.5,30.0,50.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))-0.0013873487478122115 
L,comb,down_pileup,5,0.0,2.5,50.0,70.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))-0.00014325954543892294 
L,comb,down_pileup,5,0.0,2.5,70.0,100.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))-0.00043689613812603056 
L,comb,down_pileup,5,0.0,2.5,100.0,140.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))- -9.8165786766912788e-05 
L,comb,down_pileup,5,0.0,2.5,140.0,200.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))-0.00034937832970172167 
L,comb,down_pileup,5,0.0,2.5,200.0,300.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))-0.0017001285450533032 
L,comb,down_pileup,5,0.0,2.5,300.0,600.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))-0.010331404395401478 
L,comb,down_pileup,5,0.0,2.5,600.0,1000.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))-0.0010717764962464571 
L,comb,down_qcdscale,4,0.0,2.5,20.0,30.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))-0.00028491439297795296 
L,comb,down_qcdscale,4,0.0,2.5,30.0,50.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))-0.00035852572182193398 
L,comb,down_qcdscale,4,0.0,2.5,50.0,70.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))-0.00048140264698304236 
L,comb,down_qcdscale,4,0.0,2.5,70.0,100.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))-0.0005287452950142324 
L,comb,down_qcdscale,4,0.0,2.5,100.0,140.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))-0.00017600272258277982 
L,comb,down_qcdscale,4,0.0,2.5,140.0,200.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))-0.00021080422447994351 
L,comb,down_qcdscale,4,0.0,2.5,200.0,300.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))-0.0030886626336723566 
L,comb,down_qcdscale,4,0.0,2.5,300.0,600.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))-0.0030290798749774694 
L,comb,down_qcdscale,4,0.0,2.5,600.0,1000.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))-0.00063431070884689689 
L,comb,down_qcdscale,5,0.0,2.5,20.0,30.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))-0.00011396576155675575 
L,comb,down_qcdscale,5,0.0,2.5,30.0,50.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))-0.00014341028872877359 
L,comb,down_qcdscale,5,0.0,2.5,50.0,70.0,0.0,1.0,0.932752+0.00200952*log(x+19)*log(x+18)*(3-0.365892*log(x+18))-0.0001925610558828339 
